species_tax_id,superkingdom,phylum,class,order,family,genus,species,motility,metabolism,cell_shape,substrate,pathways
43305,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,proteoclasticus,no,obligate anaerobic,bacillus,"arabinose, cellobiose, fructose, galactose, glucose, glycogen, lactose, maltose, mannose, melibiose, rhamnose, starch, sucrose, xylose","gelatinase, esculin_aesculin_hydrolysis"
911092,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Caldanaerobacter,subterraneus,no,obligate anaerobic,NA,"cellobiose, fructose, galactose, glucose, glycerol, lactose, maltose, mannitol, mannose, melibiose, pyruvate, ribose, starch, xylose, yeast_extract",NA
717609,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Caldicellulosiruptor,obsidiansis,yes,obligate anaerobic,NA,"arabinose, cellobiose, fructose, galactose, glucose, lactose, maltose, mannose, starch, sucrose, trehalose, xylose, yeast_extract, arabinose, cellobiose, fructose, galactose, glucose, lactose, maltose, mannose, starch, sucrose, trehalose, xylose, yeast_extract",NA
31899,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Caldicellulosiruptor,bescii,no,obligate anaerobic,NA,"arabinose, cellobiose, fructose, galactose, glucose, glycogen, lactose, maltose, mannitol, mannose, melibiose, raffinose, rhamnose, sorbitol, starch, sucrose, trehalose, xylose, yeast_extract",NA
413888,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Caldicellulosiruptor,hydrothermalis,no,obligate anaerobic,NA,"arabinose, cellobiose, fructose, galactose, glucose, lactose, maltose, mannitol, starch, sucrose, xylose, yeast_extract",NA
52765,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Caldicellulosiruptor,kristjanssonii,NA,obligate anaerobic,NA,"cellobiose, dextrin, fructose, galactose, glucose, lactose, maltose, mannose, salicin, starch, sucrose, trehalose, xylose",NA
413889,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Caldicellulosiruptor,kronotskyensis,no,obligate anaerobic,NA,"arabinose, cellobiose, fructose, galactose, glucose, lactose, maltose, mannitol, starch, sucrose, trehalose, xylose, yeast_extract",NA
52766,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Caldicellulosiruptor,lactoaceticus,yes,obligate anaerobic,NA,"cellobiose, lactose, maltose, starch, xylose",NA
55205,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Caldicellulosiruptor,owensensis,NA,obligate anaerobic,NA,"arabinose, cellobiose, dextrin, fructose, galactose, glucose, glycogen, lactose, maltose, mannitol, mannose, raffinose, rhamnose, ribose, starch, sucrose, xylose, yeast_extract",NA
44001,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Caldicellulosiruptor,saccharolyticus,NA,obligate anaerobic,NA,"arabinose, cellobiose, fructose, galactose, glucose, glycogen, lactose, maltose, mannose, rhamnose, starch, sucrose, trehalose, xylose",NA
133453,Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Caldilinea,aerophila,yes,facultative anaerobic,NA,"acetate, glutamate, glycerol, lactate, maltose, pyruvate, raffinose, starch, succinate, sucrose, yeast_extract",NA
693075,Bacteria,Caldiserica,Caldisericia,Caldisericales,Caldisericaceae,Caldisericum,exile,no,obligate anaerobic,NA,yeast_extract,NA
477976,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Calditerrivibrio,nitroreducens,no,obligate anaerobic,bacillus,"acetate, lactate, malate, pyruvate, succinate, yeast_extract",NA
32054,Bacteria,Cyanobacteria,NA,Nostocales,Calotrichaceae,Calothrix,parietina,no,NA,NA,NA,NA
195,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,coli,no,obligate anaerobic,NA,NA,"catalase, oxidase, hydrogen_sulfide_synthesis"
199,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,concisus,no,facultative anaerobic,NA,"formate, pyruvate","oxidase, alkaline_phosphatase, arylsulfatase, hydrogen_sulfide_synthesis"
200,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,curvus,no,facultative anaerobic,NA,formate,"oxidase, alkaline_phosphatase, hydrogen_sulfide_synthesis"
196,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,fetus,no,facultative anaerobic,NA,"aspartate, citrate, glutamate, malate, pyruvate, succinate","catalase, oxidase, hydrogen_sulfide_synthesis"
824,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,gracilis,yes,obligate anaerobic,NA,formate,NA
76517,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,hominis,yes,facultative anaerobic,coccus,pyruvate,oxidase
198,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,hyointestinalis,no,microaerophilic,NA,NA,"catalase, oxidase, alkaline_phosphatase, hydrogen_sulfide_synthesis"
197,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,jejuni,no,microaerophilic,NA,pyruvate,"catalase, oxidase, hydrogen_sulfide_synthesis"
75658,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,lanienae,no,microaerophilic,spiral,NA,"catalase, oxidase, alkaline_phosphatase"
201,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,lari,no,facultative anaerobic,NA,NA,"catalase, oxidase"
488546,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,peloridis,NA,microaerophilic,bacillus,glycine,"catalase, oxidase"
203,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,rectus,no,obligate anaerobic,NA,NA,NA
204,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,showae,no,obligate anaerobic,NA,"glycine, succinate","catalase, oxidase, hydrogen_sulfide_synthesis"
206,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,sputorum,no,obligate anaerobic,NA,NA,"catalase, oxidase, hydrogen_sulfide_synthesis"
28080,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,upsaliensis,no,obligate aerobic,bacillus,NA,oxidase
827,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,ureolyticus,NA,microaerophilic,NA,"formate, gelatin","oxidase, urease, gelatinase, arylsulfatase"
281120,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Amoebophilaceae,Candidatus Amoebophilus,asiaticus,NA,obligate anaerobic,NA,NA,NA
511435,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,pseudotrichonymphae,NA,obligate anaerobic,spiral,sugars_generic,"urease, ammonia_synthesis"
673862,Bacteria,NA,Candidatus Babeliae,Candidatus Babeliales,Candidatus Babeliaceae,Candidatus Babela,massiliensis,NA,NA,NA,NA,NA
186490,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,cicadellinicola,NA,NA,NA,NA,NA
251542,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Blochmannia,chromaiodes,NA,NA,NA,NA,NA
203907,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Blochmannia,floridanus,NA,NA,NA,NA,NA
101534,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Blochmannia,pennsylvanicus,NA,NA,NA,NA,NA
251535,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Blochmannia,vafer,NA,NA,NA,NA,urease
114186,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Candidatus Carsonella,ruddii,NA,NA,NA,NA,NA
458033,Bacteria,Acidobacteria,Blastocatellia,NA,NA,Chloracidobacterium,thermophilum,NA,obligate aerobic,NA,NA,NA
471827,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Candidatus Desulforudis,audaxviator,no,obligate anaerobic,NA,NA,NA
1263979,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Candidatus Endolissoclinum,faulkneri,NA,NA,NA,NA,NA
138072,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Hamiltonella,defensa,NA,NA,NA,NA,NA
573658,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,Candidatus Hodgkinia,cicadicola,NA,NA,NA,NA,NA
994692,Bacteria,Proteobacteria,Betaproteobacteria,NA,NA,Candidatus Kinetoplastibacterium,desouzaii,yes,NA,NA,NA,NA
994695,Bacteria,Proteobacteria,Betaproteobacteria,NA,NA,Candidatus Kinetoplastibacterium,galatii,yes,NA,NA,NA,NA
994696,Bacteria,Proteobacteria,Betaproteobacteria,NA,NA,Candidatus Kinetoplastibacterium,oncopeltii,NA,NA,NA,NA,NA
658062,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Candidatus Koribacter,versatilis,no,facultative anaerobic,NA,"acetate, alanine, arabinose, arginine, aspartate, butanol, cellobiose, ethanol, formate, fructose, galactose, galacturonate, glucose, glutamate, glycerol, glycine, glycogen, histidine, lactate, lactose, leucine, maltose, mannose, phenylalanine, proline, ribose, serine, starch, sucrose, threonine, trehalose, tryptophan",NA
309868,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Liberibacter,americanus,NA,NA,NA,NA,NA
34021,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Liberibacter,asiaticus,NA,NA,NA,NA,NA
556287,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Liberibacter,solanacearum,NA,NA,NA,NA,NA
234827,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Candidatus Midichloriaceae,Candidatus Midichloria,mitochondrii,NA,NA,NA,NA,NA
1048758,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Moranella,endobia,NA,NA,NA,NA,NA
141391,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,haemolamae,NA,NA,NA,NA,NA
209446,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,haemominutum,NA,NA,NA,NA,NA
1160784,Bacteria,Proteobacteria,Betaproteobacteria,NA,NA,Candidatus Nasuia,deltocephalinicola,NA,NA,NA,NA,NA
1235990,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,carbekii,NA,NA,NA,NA,NA
244582,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Candidatus Paracaedibacteraceae,Candidatus Paracaedibacter,Candidatus Paracaedibacter symbiosus,yes,facultative anaerobic,NA,yeast_extract,NA
91604,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Candidatus Paracaedibacteraceae,Candidatus Paracaedibacter,acanthamoebae,yes,facultative anaerobic,NA,NA,NA
198252,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,ubique,NA,NA,bacillus,NA,NA
28176,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Candidatus Photodesmus,katoptron,NA,NA,NA,NA,NA
59748,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,australiense,NA,NA,NA,NA,NA
37692,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,mali,NA,NA,NA,NA,NA
69896,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,solani,NA,NA,NA,NA,NA
91844,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Candidatus Portiera,aleyrodidarum,NA,NA,NA,"malate, malonate, maltose, mannitol, mannose, melibiose, methyl_pyruvate, methyl_beta_D_glucoside, myo_inositol, N_acetylglucosamine, ornithine",NA
669502,Bacteria,Proteobacteria,Betaproteobacteria,NA,NA,Candidatus Profftella,armatura,NA,NA,NA,NA,NA
767892,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,Candidatus Puniceispirillum,marinum,NA,NA,NA,NA,NA
138073,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Regiella,insecticola,NA,NA,NA,NA,NA
401619,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Riesia,pediculicola,NA,NA,NA,NA,NA
386487,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,Candidatus Ruthia,magnifica,NA,NA,NA,NA,NA
1332188,Bacteria,Candidatus Saccharibacteria,NA,NA,NA,Candidatus Saccharimonas,aalborgensis,no,microaerophilic,NA,glucose,NA
332163,Bacteria,Acidobacteria,Acidobacteriia,Bryobacterales,Solibacteraceae,Candidatus Solibacter,usitatus,NA,facultative anaerobic,NA,"acetate, alanine, arabinose, arginine, asparagine, aspartate, cellobiose, ethanol, formate, fructose, galactose, galacturonate, glucose, glutamate, glycerol, glycine, glycogen, histidine, lactose, leucine, mannose, phenylalanine, proline, ribose, serine, starch, sucrose, threonine, trehalose, tryptophan",NA
336810,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,NA,Candidatus Sulcia,muelleri,NA,NA,NA,NA,NA
1436290,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Candidatus Symbiobacter,mobilis,no,NA,NA,NA,NA
1010676,Bacteria,Proteobacteria,Betaproteobacteria,NA,NA,Candidatus Tremblaya,phenacola,NA,NA,NA,NA,NA
670956,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,NA,NA,diaspidicola,NA,NA,coccus,NA,NA
884215,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Candidatus Zinderia,insecticola,NA,NA,NA,NA,NA
1017,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,gingivalis,no,facultative anaerobic,NA,"acetate, fructose, galactose, glycogen, lactose, raffinose, rhamnose, ribose, serine, sorbitol, suberate, succinate, sucrose, sugars_generic",NA
45242,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,granulosa,no,facultative anaerobic,NA,"acetate, lactose, sucrose",trypsin
45243,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,haemolytica,no,facultative anaerobic,NA,"acetate, succinate, sucrose",esculin_aesculin_hydrolysis
327575,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,leadbetteri,no,facultative anaerobic,NA,"galactose, glucose, lactose",NA
28188,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,canimorsus,no,facultative anaerobic,NA,"acetate, fructose, glycogen, succinate","catalase, oxidase, esculin_aesculin_hydrolysis"
1018,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,ochracea,no,facultative anaerobic,NA,"acetate, fructose, glycogen, raffinose, succinate, sucrose",esculin_aesculin_hydrolysis
1019,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,sputigena,no,facultative anaerobic,NA,"dextrin, fructose, lactose, raffinose, sucrose","acid_phosphatase, alkaline_phosphatase, beta_galactosidase, esculin_aesculin_hydrolysis"
129958,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Carboxydothermus,hydrogenoformans,no,obligate anaerobic,bacillus,NA,NA
2718,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,hominis,yes,facultative anaerobic,NA,"formate, glucose, lactate, lactose, maltose, mannitol, mannose, sorbitol, sucrose, yeast_extract, sugars_generic","oxidase, indole_synthesis, hydrogen_sulfide_synthesis"
194702,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,valvarum,yes,facultative anaerobic,NA,"fructose, glucose, mannose, sorbitol, sugars_generic","indole_synthesis, hydrogen_sulfide_synthesis"
2751,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,maltaromaticum,yes,facultative anaerobic,NA,"acetate, cellobiose, ethanol, fructose, galactose, gluconate, glucose, glycerol, lactate, maltose, mannitol, mannose, methyl_beta_D_glucoside, salicin, sucrose, trehalose",esculin_aesculin_hydrolysis
270498,Bacteria,Firmicutes,Clostridia,Clostridiales,Catabacteriaceae,Catabacter,hongkongensis,no,obligate anaerobic,coccus,"arabinose, fucose, glucose, glycerol, mannose, rhamnose, xylose",catalase
100886,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Catenibacterium,mitsuokai,yes,obligate anaerobic,NA,"cellobiose, fructose, galactose, glucose, lactose, leucine, mannose, salicin, sucrose",NA
304895,Bacteria,Actinobacteria,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora,acidiphila,NA,obligate aerobic,NA,"arabinose, fructose, glucose, glycerol, mannitol, raffinose, xylose","catalase, acid_phosphatase, alkaline_phosphatase, beta_galactosidase, pyrazinamidase, gelatinase, esculin_aesculin_hydrolysis, phosphohydrolase, hydrogen_sulfide_synthesis"
43997,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Catonella,morbi,yes,obligate anaerobic,NA,"cellobiose, dextrin, glucose, lactose, maltose, raffinose, rhamnose","esculin_aesculin_hydrolysis, hydrogen_sulfide_synthesis"
88688,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,segnis,no,obligate aerobic,bacillus,"arabinose, fructose, galactose, glucose, lactose, maltose, mannose, sucrose, trehalose, urea, xylose","catalase, oxidase, urease, ammonia_synthesis"
155892,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,vibrioides,no,obligate aerobic,NA,"alanine, arabinose, aspartate, butanol, fructose, glucose, glutamate, lactose, malate, maltose, mannose, proline, pyruvate, ribose, succinate, sucrose, xylose",NA
158484,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,davisae,no,facultative anaerobic,NA,"arabitol, cellobiose, citrate, fructose, galactose, galacturonate, gluconate, glucosamine, glucose, glycerol, lactate, maltose, mannitol, mannose, N_acetylglucosamine, pyruvate, ribose, salicin, trehalose",catalase
158823,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,lapagei,no,facultative anaerobic,NA,"arabitol, cellobiose, citrate, fructose, galactose, galacturonate, gluconate, glucosamine, glucose, glycerol, lactate, maltose, mannitol, mannose, N_acetylglucosamine, pyruvate, ribose, salicin, trehalose",catalase
158822,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,neteri,no,NA,NA,"arabitol, cellobiose, citrate, galactose, glycerol, lactose, malonate, maltose, mannitol, mannose, salicin, sorbitol, sucrose, trehalose, xylose",esculin_aesculin_hydrolysis
1208324,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter,indicus,yes,obligate aerobic,NA,"acetate, alanine, arabitol, cellobiose, dextrin, fructose, glucose, glycerol, inosine, lactate, malate, mannitol, methyl_pyruvate, proline, propionate, rhamnose, succinate, trehalose, Tween_40, Tween_80, uridine","catalase, oxidase, urease, esculin_aesculin_hydrolysis"
1708,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,fimi,no,facultative anaerobic,bacillus,"glucose, lactate, lactose, mannose, rhamnose, xylose","catalase, urease, esculin_aesculin_hydrolysis"
1711,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,flavigena,no,facultative anaerobic,NA,"acetate, arabinose, cellobiose, dextrin, galactose, gluconate, ribose, trehalose, xylose, yeast_extract","catalase, gelatinase, esculin_aesculin_hydrolysis"
59600,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,algicola,no,obligate aerobic,NA,"cellobiose, fructose, galactose, glucose, lactose, maltose, mannitol, mannose","oxidase, gelatinase"
979,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,lytica,no,obligate aerobic,NA,"arabinose, cellobiose, fructose, galactose, glucose, glycerol, lactose, maltose, mannitol, mannose, rhamnose, sucrose, trehalose, xylose","catalase, oxidase, beta_galactosidase, hydrogen_sulfide_synthesis, ammonia_synthesis"
29360,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum,lentocellum,no,obligate anaerobic,bacillus,"arabinose, cellobiose, fructose, galactose, glucose, glycogen, lactose, maltose, pyruvate, salicin, starch, sucrose, trehalose, xylose","urease, esculin_aesculin_hydrolysis"
264251,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae,Cellulosimicrobium,Cellulosimicrobium funkei,no,facultative anaerobic,NA,"arabinose, cellobiose, fructose, galactose, glucose, glycerol, lactose, maltose, salicin, sucrose, trehalose, xylose","catalase, urease, gelatinase, esculin_aesculin_hydrolysis"
11,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,gilvus,NA,facultative anaerobic,NA,"cellobiose, citrate, fructose, galactose, glucose, lactose, maltose, mannose, starch, sucrose, yeast_extract",ammonia_synthesis
155077,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,japonicus,no,obligate aerobic,NA,"cellobiose, mannitol, trehalose","catalase, oxidase, beta_galactosidase, esculin_aesculin_hydrolysis"
82203,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Centipeda,periodontii,no,obligate anaerobic,NA,"fructose, galactose, glucose, lactose, maltose, mannitol, melibiose, raffinose, sorbitol, sucrose",esculin_aesculin_hydrolysis
188913,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium,somerae,NA,obligate anaerobic,NA,NA,"alkaline_phosphatase, alpha_galactosidase, beta_galactosidase, phosphatase, indole_synthesis"
1173032,Bacteria,Cyanobacteria,NA,Synechococcales,Chamaesiphonaceae,Chamaesiphon,minutus,no,NA,NA,NA,NA
79329,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga,pinensis,no,obligate aerobic,NA,"glucose, lactose, sucrose","catalase, urease, gelatinase"
83560,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,muridarum,yes,NA,NA,"aspartate, pyruvate",NA
85991,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,pecorum,yes,NA,NA,"glutamate, pyruvate",catalase
83558,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,pneumoniae,yes,NA,NA,"arginine, histidine, leucine, phenylalanine, threonine, tryptophan",catalase
83554,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,psittaci,yes,NA,NA,NA,NA
813,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,trachomatis,yes,NA,NA,NA,catalase
83555,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,abortus,yes,NA,NA,"leucine, phenylalanine",NA
83557,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,caviae,yes,NA,NA,"leucine, phenylalanine",NA
83556,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,felis,yes,NA,NA,"leucine, phenylalanine",NA
458033,Bacteria,Acidobacteria,Blastocatellia,NA,NA,Chloracidobacterium,thermophilum:,NA,obligate aerobic,NA,NA,NA
274539,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobaculum,parvum,yes,obligate anaerobic,bacillus,NA,NA
1097,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobaculum,tepidum,yes,obligate anaerobic,bacillus,"acetate, pyruvate",NA
337090,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,chlorochromatii,yes,obligate anaerobic,NA,acetate,NA
1092,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,limicola,yes,obligate anaerobic,bacillus,"acetate, fructose, glutamate, pyruvate",NA
1096,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,phaeobacteroides,yes,obligate anaerobic,bacillus,"acetate, fructose",NA
1094,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,phaeovibrioides,yes,obligate anaerobic,bacillus,NA,NA
152260,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,Chloroflexus,aggregans,no,facultative anaerobic,NA,"acetate, aspartate, citrate, ethanol, fructose, glucose, glutamate, glycerol, glycogen, lactate, malate, mannitol, pyruvate, succinate",NA
1108,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,Chloroflexus,aurantiacus,no,facultative anaerobic,NA,"acetate, citrate, glucose, lactate, mannitol, pyruvate, ribose, yeast_extract",NA
100716,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chloroherpeton,thalassium,no,obligate anaerobic,NA,"acetate, glutamate, malate, succinate",NA
626937,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenella,minuta,NA,obligate anaerobic,NA,mannose,NA
536,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,violaceum,no,facultative anaerobic,NA,"acetate, citrate, fucose, gluconate, glucose, glycogen, lactate, malate, mannose, N_acetylglucosamine, propionate, pyruvate, starch, succinate, trehalose","catalase, oxidase"
